Antecedentes;Consequentes;Suporte;Confianca;Lift
categoria_Política;escola_Colégio Aydano, fx_idade_adolescente;0.26973684210526;0.77358490566038;1.040574386375
escola_Colégio Aydano, categoria_Saúde Pública;fx_idade_adolescente;0.052631578947368;1;1
categoria_Saúde Pública, fx_idade_adolescente;escola_Colégio Aydano;0.052631578947368;0.8;1.0761061946903
categoria_Saúde Pública;escola_Colégio Aydano, fx_idade_adolescente;0.052631578947368;0.8;1.0761061946903
escola_Colégio Aydano, categoria_Tecnologia;fx_idade_adolescente;0.11184210526316;1;1
categoria_Tecnologia, fx_idade_adolescente;escola_Colégio Aydano;0.11184210526316;0.85;1.1433628318584
categoria_Tecnologia;escola_Colégio Aydano, fx_idade_adolescente;0.11184210526316;0.85;1.1433628318584
escola_Colégio Aydano, auto_avaliacao_Avançado;fx_idade_adolescente;0.052631578947368;1;1
auto_avaliacao_Avançado, fx_idade_adolescente;escola_Colégio Aydano;0.052631578947368;0.8;1.0761061946903
auto_avaliacao_Avançado;escola_Colégio Aydano, fx_idade_adolescente;0.052631578947368;0.8;1.0761061946903
escola_Colégio Aydano, auto_avaliacao_Casual;fx_idade_adolescente;0.34210526315789;1;1
escola_Colégio Aydano, auto_avaliacao_Iniciante;fx_idade_adolescente;0.14473684210526;1;1
escola_Colégio Aydano, auto_avaliacao_Noob;fx_idade_adolescente;0.072368421052632;1;1
escola_Colégio Aydano, auto_avaliacao_Proplayer;fx_idade_adolescente;0.098684210526316;1;1
auto_avaliacao_Proplayer, fx_idade_adolescente;escola_Colégio Aydano;0.098684210526316;0.9375;1.2610619469027
auto_avaliacao_Proplayer;escola_Colégio Aydano, fx_idade_adolescente;0.098684210526316;0.9375;1.2610619469027
escola_Colégio Aydano, avaliacao_jogo_Avançado;fx_idade_adolescente;0.18421052631579;1;1
escola_Colégio Aydano, avaliacao_jogo_Casual;fx_idade_adolescente;0.078947368421053;1;1
escola_Colégio Aydano, avaliacao_jogo_Em processo;fx_idade_adolescente;0.23684210526316;1;1
avaliacao_jogo_Em processo, fx_idade_adolescente;escola_Colégio Aydano;0.23684210526316;0.78260869565217;1.0527125817622
avaliacao_jogo_Em processo;escola_Colégio Aydano, fx_idade_adolescente;0.23684210526316;0.78260869565217;1.0527125817622
escola_Colégio Aydano, avaliacao_jogo_Proplayer;fx_idade_adolescente;0.19736842105263;1;1
avaliacao_jogo_Proplayer, fx_idade_adolescente;escola_Colégio Aydano;0.19736842105263;0.88235294117647;1.186881832379
avaliacao_jogo_Proplayer;escola_Colégio Aydano, fx_idade_adolescente;0.19736842105263;0.88235294117647;1.186881832379
escola_Colégio Aydano, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.44078947368421;1;1
escola_Colégio Aydano, capacidade_critica_DIMINUIU;fx_idade_adolescente;0.28947368421053;1;1
capacidade_critica_DIMINUIU, fx_idade_adolescente;escola_Colégio Aydano;0.28947368421053;0.81481481481481;1.0960340871845
capacidade_critica_DIMINUIU;escola_Colégio Aydano, fx_idade_adolescente;0.28947368421053;0.81481481481481;1.0960340871845
categoria_Economia, auto_avaliacao_Iniciante;escola_Colégio Aydano;0.059210526315789;0.75;1.0088495575221
categoria_Economia, avaliacao_jogo_Em processo;escola_Colégio Aydano;0.052631578947368;0.88888888888889;1.1956735496559
categoria_Economia, avaliacao_jogo_Proplayer;escola_Colégio Aydano;0.098684210526316;0.88235294117647;1.186881832379
categoria_Economia, capacidade_critica_DIMINUIU;escola_Colégio Aydano;0.098684210526316;0.78947368421053;1.0619469026549
auto_avaliacao_Iniciante, categoria_Política;escola_Colégio Aydano;0.059210526315789;0.75;1.0088495575221
avaliacao_jogo_Avançado, categoria_Política;escola_Colégio Aydano;0.065789473684211;0.83333333333333;1.1209439528024
avaliacao_jogo_Em processo, categoria_Política;escola_Colégio Aydano;0.092105263157895;0.77777777777778;1.0462143559489
avaliacao_jogo_Proplayer, categoria_Política;escola_Colégio Aydano;0.059210526315789;0.81818181818182;1.1005631536605
capacidade_critica_AUMENTOU, categoria_Política;escola_Colégio Aydano;0.15789473684211;0.75;1.0088495575221
capacidade_critica_DIMINUIU, categoria_Política;escola_Colégio Aydano;0.11184210526316;0.80952380952381;1.0889169827223
auto_avaliacao_Casual, categoria_Tecnologia;escola_Colégio Aydano;0.059210526315789;0.9;1.2106194690265
avaliacao_jogo_Avançado, categoria_Tecnologia;escola_Colégio Aydano;0.052631578947368;1;1.3451327433628
categoria_Tecnologia, capacidade_critica_AUMENTOU;escola_Colégio Aydano;0.072368421052632;0.91666666666667;1.2330383480826
avaliacao_jogo_Avançado, auto_avaliacao_Casual;escola_Colégio Aydano;0.10526315789474;0.84210526315789;1.1327433628319
auto_avaliacao_Casual, avaliacao_jogo_Proplayer;escola_Colégio Aydano;0.098684210526316;0.78947368421053;1.0619469026549
auto_avaliacao_Casual, capacidade_critica_AUMENTOU;escola_Colégio Aydano;0.20394736842105;0.75609756097561;1.0170515864451
auto_avaliacao_Iniciante, avaliacao_jogo_Proplayer;escola_Colégio Aydano;0.052631578947368;1;1.3451327433628
auto_avaliacao_Iniciante, capacidade_critica_DIMINUIU;escola_Colégio Aydano;0.059210526315789;0.9;1.2106194690265
auto_avaliacao_Proplayer, capacidade_critica_AUMENTOU;escola_Colégio Aydano;0.052631578947368;0.88888888888889;1.1956735496559
avaliacao_jogo_Avançado, capacidade_critica_DIMINUIU;escola_Colégio Aydano;0.059210526315789;0.9;1.2106194690265
escola_Colégio Aydano, avaliacao_jogo_Casual;capacidade_critica_AUMENTOU;0.072368421052632;0.91666666666667;1.4822695035461
avaliacao_jogo_Em processo, capacidade_critica_AUMENTOU;escola_Colégio Aydano;0.13815789473684;0.80769230769231;1.0864533696392
avaliacao_jogo_Em processo, capacidade_critica_DIMINUIU;escola_Colégio Aydano;0.092105263157895;0.77777777777778;1.0462143559489
avaliacao_jogo_Proplayer, capacidade_critica_AUMENTOU;escola_Colégio Aydano;0.065789473684211;1;1.3451327433628
capacidade_critica_DIMINUIU, avaliacao_jogo_Proplayer;escola_Colégio Aydano;0.125;0.82608695652174;1.1111966140823
turma_Turma B, escola_Colégio Perdro II;fx_idade_adolescente;0.15131578947368;1;1
turma_Turma B, fx_idade_adolescente;escola_Colégio Perdro II;0.15131578947368;1;6.6086956521739
escola_Colégio Perdro II, fx_idade_adolescente;turma_Turma B;0.15131578947368;1;6.6086956521739
turma_Turma B;escola_Colégio Perdro II, fx_idade_adolescente;0.15131578947368;1;6.6086956521739
escola_Colégio Perdro II;turma_Turma B, fx_idade_adolescente;0.15131578947368;1;6.6086956521739
turma_Turma B, categoria_Política;escola_Colégio Perdro II;0.065789473684211;1;6.6086956521739
escola_Colégio Perdro II, categoria_Política;turma_Turma B;0.065789473684211;1;6.6086956521739
turma_Turma B, auto_avaliacao_Casual;escola_Colégio Perdro II;0.092105263157895;1;6.6086956521739
auto_avaliacao_Casual, escola_Colégio Perdro II;turma_Turma B;0.092105263157895;1;6.6086956521739
turma_Turma B, avaliacao_jogo_Em processo;escola_Colégio Perdro II;0.065789473684211;1;6.6086956521739
avaliacao_jogo_Em processo, escola_Colégio Perdro II;turma_Turma B;0.065789473684211;1;6.6086956521739
turma_Turma B, capacidade_critica_AUMENTOU;escola_Colégio Perdro II;0.085526315789474;1;6.6086956521739
escola_Colégio Perdro II, capacidade_critica_AUMENTOU;turma_Turma B;0.085526315789474;1;6.6086956521739
turma_Turma B, capacidade_critica_DIMINUIU;escola_Colégio Perdro II;0.059210526315789;1;6.6086956521739
capacidade_critica_DIMINUIU, escola_Colégio Perdro II;turma_Turma B;0.059210526315789;1;6.6086956521739
escola_Colégio Perdro II, categoria_Política;fx_idade_adolescente;0.065789473684211;1;1
auto_avaliacao_Casual, escola_Colégio Perdro II;fx_idade_adolescente;0.092105263157895;1;1
avaliacao_jogo_Em processo, escola_Colégio Perdro II;fx_idade_adolescente;0.065789473684211;1;1
escola_Colégio Perdro II, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.085526315789474;1;1
capacidade_critica_DIMINUIU, escola_Colégio Perdro II;fx_idade_adolescente;0.059210526315789;1;1
escola_Colégio Perdro II, categoria_Política;auto_avaliacao_Casual;0.052631578947368;0.8;1.7371428571429
avaliacao_jogo_Em processo, escola_Colégio Perdro II;auto_avaliacao_Casual;0.052631578947368;0.8;1.7371428571429
capacidade_critica_DIMINUIU, escola_Colégio Perdro II;auto_avaliacao_Casual;0.052631578947368;0.88888888888889;1.9301587301587
turma_Turma C, escola_Escola Bertoni;fx_idade_adolescente;0.10526315789474;1;1
turma_Turma C, fx_idade_adolescente;escola_Escola Bertoni;0.10526315789474;1;9.5
escola_Escola Bertoni, fx_idade_adolescente;turma_Turma C;0.10526315789474;1;9.5
turma_Turma C;escola_Escola Bertoni, fx_idade_adolescente;0.10526315789474;1;9.5
escola_Escola Bertoni;turma_Turma C, fx_idade_adolescente;0.10526315789474;1;9.5
turma_Turma C, avaliacao_jogo_Avançado;escola_Escola Bertoni;0.059210526315789;1;9.5
avaliacao_jogo_Avançado, escola_Escola Bertoni;turma_Turma C;0.059210526315789;1;9.5
turma_Turma C, escola_Escola Bertoni;capacidade_critica_AUMENTOU;0.092105263157895;0.875;1.4148936170213
turma_Turma C, capacidade_critica_AUMENTOU;escola_Escola Bertoni;0.092105263157895;1;9.5
escola_Escola Bertoni, capacidade_critica_AUMENTOU;turma_Turma C;0.092105263157895;1;9.5
turma_Turma C;escola_Escola Bertoni, capacidade_critica_AUMENTOU;0.092105263157895;0.875;9.5
escola_Escola Bertoni;turma_Turma C, capacidade_critica_AUMENTOU;0.092105263157895;0.875;9.5
avaliacao_jogo_Avançado, escola_Escola Bertoni;fx_idade_adolescente;0.059210526315789;1;1
escola_Escola Bertoni, fx_idade_adolescente;capacidade_critica_AUMENTOU;0.092105263157895;0.875;1.4148936170213
escola_Escola Bertoni, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.092105263157895;1;1
escola_Escola Bertoni;fx_idade_adolescente, capacidade_critica_AUMENTOU;0.092105263157895;0.875;1.4148936170213
avaliacao_jogo_Avançado, escola_Escola Bertoni;capacidade_critica_AUMENTOU;0.059210526315789;1;1.6170212765957
categoria_Economia, turma_Turma A;fx_idade_adolescente;0.24342105263158;1;1
turma_Turma A, categoria_Educação;fx_idade_adolescente;0.059210526315789;1;1
turma_Turma A, categoria_Política;fx_idade_adolescente;0.26973684210526;1;1
fx_idade_adolescente, categoria_Política;turma_Turma A;0.26973684210526;0.77358490566038;1.040574386375
categoria_Política;turma_Turma A, fx_idade_adolescente;0.26973684210526;0.77358490566038;1.040574386375
turma_Turma A, categoria_Saúde Pública;fx_idade_adolescente;0.052631578947368;1;1
categoria_Saúde Pública, fx_idade_adolescente;turma_Turma A;0.052631578947368;0.8;1.0761061946903
categoria_Saúde Pública;turma_Turma A, fx_idade_adolescente;0.052631578947368;0.8;1.0761061946903
turma_Turma A, categoria_Tecnologia;fx_idade_adolescente;0.11184210526316;1;1
categoria_Tecnologia, fx_idade_adolescente;turma_Turma A;0.11184210526316;0.85;1.1433628318584
categoria_Tecnologia;turma_Turma A, fx_idade_adolescente;0.11184210526316;0.85;1.1433628318584
turma_Turma A, auto_avaliacao_Avançado;fx_idade_adolescente;0.052631578947368;1;1
auto_avaliacao_Avançado, fx_idade_adolescente;turma_Turma A;0.052631578947368;0.8;1.0761061946903
auto_avaliacao_Avançado;turma_Turma A, fx_idade_adolescente;0.052631578947368;0.8;1.0761061946903
turma_Turma A, auto_avaliacao_Casual;fx_idade_adolescente;0.34210526315789;1;1
turma_Turma A, auto_avaliacao_Iniciante;fx_idade_adolescente;0.14473684210526;1;1
turma_Turma A, auto_avaliacao_Noob;fx_idade_adolescente;0.072368421052632;1;1
auto_avaliacao_Proplayer, turma_Turma A;fx_idade_adolescente;0.098684210526316;1;1
auto_avaliacao_Proplayer, fx_idade_adolescente;turma_Turma A;0.098684210526316;0.9375;1.2610619469027
auto_avaliacao_Proplayer;turma_Turma A, fx_idade_adolescente;0.098684210526316;0.9375;1.2610619469027
turma_Turma A, avaliacao_jogo_Avançado;fx_idade_adolescente;0.18421052631579;1;1
turma_Turma A, avaliacao_jogo_Casual;fx_idade_adolescente;0.078947368421053;1;1
turma_Turma A, avaliacao_jogo_Em processo;fx_idade_adolescente;0.23684210526316;1;1
avaliacao_jogo_Em processo, fx_idade_adolescente;turma_Turma A;0.23684210526316;0.78260869565217;1.0527125817622
avaliacao_jogo_Em processo;turma_Turma A, fx_idade_adolescente;0.23684210526316;0.78260869565217;1.0527125817622
turma_Turma A, avaliacao_jogo_Proplayer;fx_idade_adolescente;0.19736842105263;1;1
avaliacao_jogo_Proplayer, fx_idade_adolescente;turma_Turma A;0.19736842105263;0.88235294117647;1.186881832379
avaliacao_jogo_Proplayer;turma_Turma A, fx_idade_adolescente;0.19736842105263;0.88235294117647;1.186881832379
turma_Turma A, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.44078947368421;1;1
turma_Turma A, capacidade_critica_DIMINUIU;fx_idade_adolescente;0.28947368421053;1;1
capacidade_critica_DIMINUIU, fx_idade_adolescente;turma_Turma A;0.28947368421053;0.81481481481481;1.0960340871845
capacidade_critica_DIMINUIU;turma_Turma A, fx_idade_adolescente;0.28947368421053;0.81481481481481;1.0960340871845
categoria_Economia, auto_avaliacao_Iniciante;turma_Turma A;0.059210526315789;0.75;1.0088495575221
categoria_Economia, avaliacao_jogo_Em processo;turma_Turma A;0.052631578947368;0.88888888888889;1.1956735496559
categoria_Economia, avaliacao_jogo_Proplayer;turma_Turma A;0.098684210526316;0.88235294117647;1.186881832379
categoria_Economia, capacidade_critica_DIMINUIU;turma_Turma A;0.098684210526316;0.78947368421053;1.0619469026549
auto_avaliacao_Iniciante, categoria_Política;turma_Turma A;0.059210526315789;0.75;1.0088495575221
avaliacao_jogo_Avançado, categoria_Política;turma_Turma A;0.065789473684211;0.83333333333333;1.1209439528024
avaliacao_jogo_Em processo, categoria_Política;turma_Turma A;0.092105263157895;0.77777777777778;1.0462143559489
avaliacao_jogo_Proplayer, categoria_Política;turma_Turma A;0.059210526315789;0.81818181818182;1.1005631536605
capacidade_critica_AUMENTOU, categoria_Política;turma_Turma A;0.15789473684211;0.75;1.0088495575221
capacidade_critica_DIMINUIU, categoria_Política;turma_Turma A;0.11184210526316;0.80952380952381;1.0889169827223
auto_avaliacao_Casual, categoria_Tecnologia;turma_Turma A;0.059210526315789;0.9;1.2106194690265
avaliacao_jogo_Avançado, categoria_Tecnologia;turma_Turma A;0.052631578947368;1;1.3451327433628
categoria_Tecnologia, capacidade_critica_AUMENTOU;turma_Turma A;0.072368421052632;0.91666666666667;1.2330383480826
avaliacao_jogo_Avançado, auto_avaliacao_Casual;turma_Turma A;0.10526315789474;0.84210526315789;1.1327433628319
auto_avaliacao_Casual, avaliacao_jogo_Proplayer;turma_Turma A;0.098684210526316;0.78947368421053;1.0619469026549
auto_avaliacao_Casual, capacidade_critica_AUMENTOU;turma_Turma A;0.20394736842105;0.75609756097561;1.0170515864451
auto_avaliacao_Iniciante, avaliacao_jogo_Proplayer;turma_Turma A;0.052631578947368;1;1.3451327433628
auto_avaliacao_Iniciante, capacidade_critica_DIMINUIU;turma_Turma A;0.059210526315789;0.9;1.2106194690265
auto_avaliacao_Proplayer, capacidade_critica_AUMENTOU;turma_Turma A;0.052631578947368;0.88888888888889;1.1956735496559
avaliacao_jogo_Avançado, capacidade_critica_DIMINUIU;turma_Turma A;0.059210526315789;0.9;1.2106194690265
turma_Turma A, avaliacao_jogo_Casual;capacidade_critica_AUMENTOU;0.072368421052632;0.91666666666667;1.4822695035461
avaliacao_jogo_Em processo, capacidade_critica_AUMENTOU;turma_Turma A;0.13815789473684;0.80769230769231;1.0864533696392
avaliacao_jogo_Em processo, capacidade_critica_DIMINUIU;turma_Turma A;0.092105263157895;0.77777777777778;1.0462143559489
avaliacao_jogo_Proplayer, capacidade_critica_AUMENTOU;turma_Turma A;0.065789473684211;1;1.3451327433628
capacidade_critica_DIMINUIU, avaliacao_jogo_Proplayer;turma_Turma A;0.125;0.82608695652174;1.1111966140823
turma_Turma B, categoria_Política;fx_idade_adolescente;0.065789473684211;1;1
turma_Turma B, auto_avaliacao_Casual;fx_idade_adolescente;0.092105263157895;1;1
avaliacao_jogo_Em processo, turma_Turma B;fx_idade_adolescente;0.065789473684211;1;1
turma_Turma B, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.085526315789474;1;1
turma_Turma B, capacidade_critica_DIMINUIU;fx_idade_adolescente;0.059210526315789;1;1
turma_Turma B, categoria_Política;auto_avaliacao_Casual;0.052631578947368;0.8;1.7371428571429
turma_Turma B, avaliacao_jogo_Em processo;auto_avaliacao_Casual;0.052631578947368;0.8;1.7371428571429
turma_Turma B, capacidade_critica_DIMINUIU;auto_avaliacao_Casual;0.052631578947368;0.88888888888889;1.9301587301587
turma_Turma C, avaliacao_jogo_Avançado;fx_idade_adolescente;0.059210526315789;1;1
turma_Turma C, fx_idade_adolescente;capacidade_critica_AUMENTOU;0.092105263157895;0.875;1.4148936170213
turma_Turma C, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.092105263157895;1;1
turma_Turma C;fx_idade_adolescente, capacidade_critica_AUMENTOU;0.092105263157895;0.875;1.4148936170213
turma_Turma C, avaliacao_jogo_Avançado;capacidade_critica_AUMENTOU;0.059210526315789;1;1.6170212765957
categoria_Economia, auto_avaliacao_Casual;fx_idade_adolescente;0.13815789473684;1;1
categoria_Economia, auto_avaliacao_Iniciante;fx_idade_adolescente;0.078947368421053;1;1
categoria_Economia, avaliacao_jogo_Avançado;fx_idade_adolescente;0.065789473684211;1;1
categoria_Economia, avaliacao_jogo_Em processo;fx_idade_adolescente;0.059210526315789;1;1
categoria_Economia, avaliacao_jogo_Noob;fx_idade_adolescente;0.052631578947368;1;1
categoria_Economia, avaliacao_jogo_Proplayer;fx_idade_adolescente;0.11184210526316;1;1
categoria_Economia, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.19078947368421;1;1
categoria_Economia, capacidade_critica_DIMINUIU;fx_idade_adolescente;0.125;1;1
categoria_Educação, capacidade_critica_AUMENTOU;fx_idade_adolescente;0.059210526315789;1;1
auto_avaliacao_Casual, categoria_Política;fx_idade_adolescente;0.17763157894737;1;1
auto_avaliacao_Iniciante, categoria_Política;fx_idade_adolescente;0.078947368421053;1;1
avaliacao_jogo_Avançado, categoria_Política;fx_idade_adolescente;0.078947368421053;1;1
avaliacao_jogo_Em processo, categoria_Política;fx_idade_adolescente;0.11842105263158;1;1
avaliacao_jogo_Proplayer, categoria_Política;fx_idade_adolescente;0.072368421052632;1;1
